Date,Adj Close,Close,High,Low,Open,Volume
2021-10-06,190.19000244140625,190.19000244140625,199.38999938964844,187.10000610351562,199.38999938964844,1363144
2021-10-07,191.82000732421875,191.82000732421875,193.07000732421875,187.0500030517578,187.0500030517578,791922
2021-10-08,192.5800018310547,192.5800018310547,197.44000244140625,190.14999389648438,197.44000244140625,995591
2021-10-11,193.08999633789062,193.08999633789062,194.0,167.5,193.1199951171875,980337
2021-10-12,193.66000366210938,193.66000366210938,219.8000030517578,182.60000610351562,219.8000030517578,977091
2021-10-13,195.55999755859375,195.55999755859375,204.85000610351562,185.25,204.85000610351562,964360
2021-10-14,197.11000061035156,197.11000061035156,205.27999877929688,195.75,205.27999877929688,1437892
2021-10-18,198.91000366210938,198.91000366210938,207.38999938964844,195.75,207.38999938964844,1286340
2021-10-19,198.41000366210938,198.41000366210938,207.8000030517578,197.99000549316406,198.16000366210938,1401551
2021-10-20,197.3000030517578,197.3000030517578,202.38999938964844,196.4600067138672,202.38999938964844,1250249
2021-10-21,196.0800018310547,196.0800018310547,201.44000244140625,190.0500030517578,201.44000244140625,1805437
2021-10-22,195.67999267578125,195.67999267578125,199.85000610351562,194.77999877929688,199.85000610351562,1652430
2021-10-25,195.7100067138672,195.7100067138672,198.64999389648438,194.05999755859375,198.64999389648438,1765164
2021-10-26,197.1300048828125,197.1300048828125,199.38999938964844,194.0500030517578,199.38999938964844,1534000
2021-10-27,196.5399932861328,196.5399932861328,203.38999938964844,194.10000610351562,203.38999938964844,617383
2021-10-28,193.67999267578125,193.67999267578125,209.0,192.97999572753906,209.0,3088059
2021-10-29,191.16000366210938,191.16000366210938,209.0,182.10000610351562,209.0,3221676
2021-11-01,193.83999633789062,193.83999633789062,208.8800048828125,191.36000061035156,208.8800048828125,1708376
2021-11-02,193.10000610351562,193.10000610351562,206.89999389648438,183.60000610351562,206.89999389648438,1283566
2021-11-03,192.5800018310547,192.5800018310547,200.0,190.10000610351562,200.0,955400
2021-11-04,193.58999633789062,193.58999633789062,207.8800048828125,185.11000061035156,207.8800048828125,671760
2021-11-08,195.3699951171875,195.3699951171875,200.0,192.60000610351562,200.0,1519865
2021-11-09,194.8800048828125,194.8800048828125,200.0,193.0,200.0,893324
2021-11-10,194.66000366210938,194.66000366210938,199.0,192.92999267578125,199.0,992035
2021-11-11,193.25,193.25,199.89999389648438,192.10000610351562,199.89999389648438,1515188
2021-11-12,195.4600067138672,195.4600067138672,198.0,191.25,198.0,783229
2021-11-15,195.52000427246094,195.52000427246094,199.5,190.0,199.5,996741
2021-11-16,194.47000122070312,194.47000122070312,199.5,194.14999389648438,199.5,814109
2021-11-17,193.52999877929688,193.52999877929688,199.5,192.10000610351562,199.5,688797
2021-11-18,192.13999938964844,192.13999938964844,197.44000244140625,191.3300018310547,197.44000244140625,1517958
2021-11-22,188.52999877929688,188.52999877929688,209.39999389648438,186.0,197.44000244140625,5172290
2021-11-23,189.39999389648438,189.39999389648438,193.39999389648438,177.1999969482422,193.39999389648438,3015629
2021-11-24,188.25,188.25,192.39999389648438,187.77999877929688,192.39999389648438,1530991
2021-11-25,189.50999450683594,189.50999450683594,189.85000610351562,187.1199951171875,188.6999969482422,1795882
2021-11-26,184.50999450683594,184.50999450683594,193.0,183.80999755859375,193.0,6059071
2021-11-29,184.5500030517578,184.5500030517578,187.66000366210938,180.10000610351562,187.66000366210938,2673261
2021-11-30,183.6999969482422,183.6999969482422,188.0,183.2100067138672,188.0,2393478
2021-12-01,185.72000122070312,185.72000122070312,187.5,183.10000610351562,187.5,1170241
2021-12-02,187.99000549316406,187.99000549316406,188.19000244140625,184.50999450683594,186.9199981689453,1486616
2021-12-03,186.0,186.0,192.5,185.75,192.5,1581371
2021-12-06,183.00999450683594,183.00999450683594,192.39999389648438,182.8000030517578,192.39999389648438,2784801
2021-12-07,185.7100067138672,185.7100067138672,190.0,180.10000610351562,190.0,1224647
2021-12-08,188.47999572753906,188.47999572753906,191.0,185.7100067138672,191.0,1425972
2021-12-09,189.13999938964844,189.13999938964844,192.5,187.16000366210938,192.5,1108273
2021-12-10,189.08999633789062,189.08999633789062,192.5,185.0,185.0,994683
2021-12-13,187.89999389648438,187.89999389648438,192.39999389648438,187.60000610351562,192.39999389648438,1528129
2021-12-14,187.3300018310547,187.3300018310547,192.39999389648438,184.91000366210938,188.14999389648438,1054763
2021-12-15,186.25,186.25,192.0,185.4499969482422,192.0,1079759
2021-12-16,186.6199951171875,186.6199951171875,190.0,185.0,190.0,1960645
2021-12-17,183.77000427246094,183.77000427246094,190.0,182.0,190.0,3432337
2021-12-20,179.92999267578125,179.92999267578125,187.5,177.85000610351562,187.5,11424477
2021-12-21,181.4499969482422,181.4499969482422,185.0,180.0,185.0,2314192
2021-12-22,183.3300018310547,183.3300018310547,185.0,180.0500030517578,185.0,1263241
2021-12-23,184.10000610351562,184.10000610351562,187.5,183.5,187.5,2003481
2021-12-24,183.4499969482422,183.4499969482422,187.5,180.10000610351562,187.5,1561743
2021-12-27,184.5500030517578,184.5500030517578,187.49000549316406,178.0,187.49000549316406,1195033
2021-12-28,186.3000030517578,186.3000030517578,187.4499969482422,184.5500030517578,187.4499969482422,1823403
2021-12-29,186.1199951171875,186.1199951171875,188.89999389648438,182.5,188.89999389648438,1149172
2021-12-30,186.13999938964844,186.13999938964844,187.4499969482422,185.3000030517578,186.72000122070312,1554321
2021-12-31,187.7899932861328,187.7899932861328,188.77000427246094,185.14999389648438,188.0,2531648
2022-01-03,190.72000122070312,190.72000122070312,190.9499969482422,185.3000030517578,190.0,2595035
2022-01-04,192.4600067138672,192.4600067138672,198.91000366210938,189.1999969482422,198.91000366210938,1985741
2022-01-05,193.33999633789062,193.33999633789062,195.0,191.3000030517578,195.0,1532485
2022-01-06,191.9199981689453,191.9199981689453,193.0,190.75,193.0,2295715
2022-01-07,192.4199981689453,192.4199981689453,194.0,191.39999389648438,194.0,1164892
2022-01-10,194.35000610351562,194.35000610351562,194.5,192.4499969482422,193.6999969482422,2125975
2022-01-11,194.69000244140625,194.69000244140625,196.0,193.25,196.0,1055181
2022-01-12,196.1999969482422,196.1999969482422,197.5,195.0500030517578,197.5,1506313
2022-01-13,197.0,197.0,198.8000030517578,195.8000030517578,198.8000030517578,1965999
2022-01-14,197.36000061035156,197.36000061035156,199.85000610351562,195.5,199.85000610351562,1926983
2022-01-17,198.02999877929688,198.02999877929688,223.0,195.6999969482422,223.0,1655939
2022-01-18,195.97000122070312,195.97000122070312,199.0,195.60000610351562,199.0,1936923
2022-01-19,194.17999267578125,194.17999267578125,221.39999389648438,193.0,221.39999389648438,1947061
2022-01-20,192.17999267578125,192.17999267578125,195.8000030517578,191.10000610351562,195.8000030517578,3125434
2022-01-21,190.63999938964844,190.63999938964844,191.99000549316406,189.22000122070312,191.99000549316406,3135380
2022-01-24,185.7899932861328,185.7899932861328,196.8000030517578,184.0500030517578,196.8000030517578,9706128
2022-01-25,187.07000732421875,187.07000732421875,187.3800048828125,183.0500030517578,185.49000549316406,5883754
2022-01-27,185.3300018310547,185.3300018310547,194.0,182.6999969482422,194.0,5945584
2022-01-28,185.10000610351562,185.10000610351562,188.05999755859375,184.8000030517578,187.75,2774965
2022-01-31,187.6300048828125,187.6300048828125,199.8800048828125,185.25,199.8800048828125,2238333
2022-02-01,189.6999969482422,189.6999969482422,190.8000030517578,178.11000061035156,190.8000030517578,4046199
2022-02-02,192.1199951171875,192.1199951171875,194.0,189.6999969482422,194.0,2272990
2022-02-03,190.00999450683594,190.00999450683594,195.0,189.60000610351562,195.0,2498448
2022-02-04,189.58999633789062,189.58999633789062,193.0,189.00999450683594,193.0,3276311
2022-02-07,186.33999633789062,186.33999633789062,193.0,185.38999938964844,193.0,3745509
2022-02-08,186.80999755859375,186.80999755859375,190.0,184.5,190.0,2401848
2022-02-09,189.02999877929688,189.02999877929688,199.85000610351562,187.10000610351562,199.85000610351562,1253049
2022-02-10,190.11000061035156,190.11000061035156,191.5,188.5,191.5,3300794
2022-02-11,188.0,188.0,192.5,187.0,192.5,2152018
2022-02-14,182.58999633789062,182.58999633789062,187.5,182.3000030517578,187.5,7366629
2022-02-15,187.58999633789062,187.58999633789062,187.8800048828125,182.58999633789062,185.0,2687788
2022-02-16,187.13999938964844,187.13999938964844,190.0,186.4499969482422,190.0,2043037
2022-02-17,186.92999267578125,186.92999267578125,190.0,186.1699981689453,190.0,1415247
2022-02-18,186.63999938964844,186.63999938964844,190.0,183.3000030517578,183.3000030517578,1659566
2022-02-21,186.2899932861328,186.2899932861328,190.0,184.69000244140625,190.0,2084966
2022-02-22,185.27000427246094,185.27000427246094,186.0,182.69000244140625,186.0,4189474
2022-02-23,185.0500030517578,185.0500030517578,187.99000549316406,184.5800018310547,187.99000549316406,1460494
2022-02-24,178.36000061035156,178.36000061035156,189.9499969482422,177.0,180.60000610351562,19565577
2022-02-25,180.85000610351562,180.85000610351562,185.0,179.0,185.0,5674475
2022-02-28,181.83999633789062,181.83999633789062,189.8800048828125,176.10000610351562,189.8800048828125,4466025
2022-03-02,180.10000610351562,180.10000610351562,185.0,178.3000030517578,185.0,5163914
2022-03-03,178.86000061035156,178.86000061035156,184.89999389648438,178.3000030517578,184.89999389648438,3247919
2022-03-04,176.25999450683594,176.25999450683594,178.47999572753906,175.05999755859375,178.47999572753906,8765287
2022-03-07,172.3300018310547,172.3300018310547,176.89999389648438,171.25,176.89999389648438,13669797
2022-03-08,173.39999389648438,173.39999389648438,177.5500030517578,170.25999450683594,177.5500030517578,9202552
2022-03-09,176.97999572753906,176.97999572753906,180.0,173.14999389648438,180.0,4224355
2022-03-10,179.64999389648438,179.64999389648438,183.89999389648438,177.25,177.25,4577829
2022-03-11,179.97999572753906,179.97999572753906,183.0,177.16000366210938,183.0,2724636
2022-03-14,182.61000061035156,182.61000061035156,182.99000549316406,178.35000610351562,182.0,3096236
2022-03-15,180.60000610351562,180.60000610351562,185.0,179.50999450683594,185.0,2958912
2022-03-16,183.66000366210938,183.66000366210938,183.8000030517578,181.8000030517578,183.60000610351562,2288980
2022-03-17,186.7100067138672,186.7100067138672,188.0,185.1999969482422,188.0,4130440
2022-03-21,185.3800048828125,185.3800048828125,190.0,182.0,190.0,2590277
2022-03-22,187.33999633789062,187.33999633789062,193.75,184.1999969482422,189.0,2606331
2022-03-23,186.33999633789062,186.33999633789062,190.0,185.0,190.0,2584326
2022-03-24,186.08999633789062,186.08999633789062,198.0,177.8000030517578,198.0,2232760
2022-03-25,185.82000732421875,185.82000732421875,187.1199951171875,185.0,187.1199951171875,5968779
2022-03-28,186.32000732421875,186.32000732421875,188.1999969482422,184.3000030517578,188.1999969482422,3218703
2022-03-29,187.22000122070312,187.22000122070312,190.0,184.14999389648438,190.0,2197933
2022-03-30,188.91000366210938,188.91000366210938,191.5,187.75,191.5,3621150
2022-03-31,188.8699951171875,188.8699951171875,190.5,188.14999389648438,190.5,2204741
2022-04-01,190.47000122070312,190.47000122070312,190.9600067138672,185.0,189.94000244140625,14131760
2022-04-04,195.19000244140625,195.19000244140625,195.35000610351562,190.5,190.5,10721051
2022-04-05,194.5500030517578,194.5500030517578,197.14999389648438,194.10000610351562,196.74000549316406,5835051
2022-04-06,193.0,193.0,194.24000549316406,192.6999969482422,194.24000549316406,2181412
2022-04-07,191.25999450683594,191.25999450683594,193.0,191.05999755859375,193.0,2595043
2022-04-08,192.75999450683594,192.75999450683594,195.0,189.1300048828125,195.0,2055024
2022-04-11,191.6699981689453,191.6699981689453,193.5399932861328,191.0,193.5399932861328,3910874
2022-04-12,190.4199981689453,190.4199981689453,210.0,189.1999969482422,189.86000061035156,7386091
2022-04-13,189.5399932861328,189.5399932861328,195.0,189.3300018310547,195.0,3323040
2022-04-18,186.22999572753906,186.22999572753906,188.5500030517578,185.25,188.5500030517578,6161166
2022-04-19,183.67999267578125,183.67999267578125,187.6999969482422,182.39999389648438,185.0,4548205
2022-04-20,185.86000061035156,185.86000061035156,191.88999938964844,182.1999969482422,191.88999938964844,1850293
2022-04-21,188.10000610351562,188.10000610351562,209.5500030517578,184.41000366210938,209.5500030517578,1893836
2022-04-22,186.08999633789062,186.08999633789062,188.24000549316406,184.75,188.24000549316406,1826897
2022-04-25,183.86000061035156,183.86000061035156,186.69000244140625,183.25,186.69000244140625,3788167
2022-04-26,186.11000061035156,186.11000061035156,194.8800048828125,184.47000122070312,194.8800048828125,1293913
2022-04-27,184.77999877929688,184.77999877929688,200.0,183.61000061035156,200.0,2079309
2022-04-28,186.41000366210938,186.41000366210938,194.8800048828125,184.8000030517578,188.5,2128010
2022-04-29,185.42999267578125,185.42999267578125,192.75,184.8000030517578,192.75,2139926
2022-05-02,185.1199951171875,185.1199951171875,185.25,176.25,176.25,2891664
2022-05-04,181.0500030517578,181.0500030517578,193.97999572753906,180.5,193.97999572753906,6683312
2022-05-05,181.00999450683594,181.00999450683594,194.47999572753906,180.6999969482422,194.47999572753906,2971622
2022-05-06,177.94000244140625,177.94000244140625,180.49000549316406,177.35000610351562,180.49000549316406,9509041
2022-05-09,176.9499969482422,176.9499969482422,184.8800048828125,171.0,171.0,5393087
2022-05-10,176.16000366210938,176.16000366210938,184.60000610351562,175.1999969482422,184.60000610351562,3075228
2022-05-11,175.33999633789062,175.33999633789062,181.89999389648438,153.3000030517578,153.3000030517578,5356589
2022-05-12,171.72000122070312,171.72000122070312,175.0,170.9600067138672,174.99000549316406,12227812
2022-05-13,171.39999389648438,171.39999389648438,178.89999389648438,171.00999450683594,178.89999389648438,4861805
2022-05-16,172.1300048828125,172.1300048828125,176.8000030517578,171.0,176.8000030517578,3448002
2022-05-17,176.44000244140625,176.44000244140625,176.89999389648438,171.00999450683594,176.89999389648438,3600691
2022-05-18,176.0500030517578,176.0500030517578,178.99000549316406,175.2100067138672,178.99000549316406,2871652
2022-05-19,171.6999969482422,171.6999969482422,175.99000549316406,171.5,175.99000549316406,6755953
2022-05-20,175.9199981689453,175.9199981689453,176.99000549316406,172.00999450683594,176.99000549316406,2696074
2022-05-23,175.52999877929688,175.52999877929688,178.99000549316406,174.89999389648438,178.99000549316406,3285457
2022-05-24,175.08999633789062,175.08999633789062,177.99000549316406,174.25999450683594,177.99000549316406,1629644
2022-05-25,174.1300048828125,174.1300048828125,176.8000030517578,173.25999450683594,176.8000030517578,2332641
2022-05-26,175.57000732421875,175.57000732421875,176.6999969482422,173.0,176.6999969482422,3043887
2022-05-27,177.10000610351562,177.10000610351562,179.8000030517578,175.14999389648438,179.8000030517578,2037316
2022-05-30,180.42999267578125,180.42999267578125,182.89999389648438,177.5500030517578,182.89999389648438,3814752
2022-05-31,179.8699951171875,179.8699951171875,180.99000549316406,177.25,180.99000549316406,2419814
2022-06-01,179.58999633789062,179.58999633789062,180.6999969482422,178.5500030517578,180.19000244140625,2011588
2022-06-02,180.67999267578125,180.67999267578125,180.99000549316406,178.0,180.99000549316406,1852591
2022-06-03,180.2100067138672,180.2100067138672,184.99000549316406,180.0,183.5,2096915
2022-06-06,180.14999389648438,180.14999389648438,181.99000549316406,176.25,181.99000549316406,2076981
2022-06-07,178.55999755859375,178.55999755859375,181.8800048828125,177.25,181.8800048828125,4870947
2022-06-08,178.0800018310547,178.0800018310547,181.86000061035156,177.5,181.86000061035156,3371153
2022-06-09,179.39999389648438,179.39999389648438,179.99000549316406,176.3300018310547,179.99000549316406,1756747
2022-06-10,176.4600067138672,176.4600067138672,178.99000549316406,176.13999938964844,178.99000549316406,3447645
2022-06-13,171.8699951171875,171.8699951171875,175.99000549316406,170.9499969482422,175.99000549316406,11691798
2022-06-14,171.3000030517578,171.3000030517578,172.99000549316406,170.05999755859375,172.99000549316406,4062092
2022-06-15,171.10000610351562,171.10000610351562,173.99000549316406,171.0,173.99000549316406,2578431
2022-06-16,167.55999755859375,167.55999755859375,172.89999389648438,167.30999755859375,172.89999389648438,12278413
2022-06-17,166.8699951171875,166.8699951171875,170.89999389648438,165.8699951171875,170.89999389648438,7864469
2022-06-20,167.30999755859375,167.30999755859375,169.89999389648438,165.6999969482422,169.89999389648438,3305437
2022-06-21,170.25999450683594,170.25999450683594,170.89999389648438,167.47000122070312,169.5,3266551
2022-06-22,168.0800018310547,168.0800018310547,171.99000549316406,167.8000030517578,171.99000549316406,3538333
2022-06-23,169.7100067138672,169.7100067138672,170.27000427246094,166.11000061035156,169.99000549316406,3924398
2022-06-24,171.16000366210938,171.16000366210938,172.99000549316406,169.89999389648438,172.99000549316406,2402113
2022-06-27,172.6199951171875,172.6199951171875,173.89999389648438,171.0,171.0,3876553
2022-06-28,172.64999389648438,172.64999389648438,173.99000549316406,171.3000030517578,173.99000549316406,2233374
2022-06-29,171.86000061035156,171.86000061035156,172.99000549316406,170.3000030517578,172.99000549316406,2225141
2022-06-30,171.60000610351562,171.60000610351562,172.99000549316406,170.0,172.99000549316406,3002593
2022-07-01,171.63999938964844,171.63999938964844,172.3800048828125,169.0,172.3800048828125,3629619
2022-07-04,172.6300048828125,172.6300048828125,172.89999389648438,170.64999389648438,172.89999389648438,3249155
2022-07-05,172.0399932861328,172.0399932861328,175.99000549316406,170.11000061035156,175.0,4628550
2022-07-06,174.1199951171875,174.1199951171875,174.67999267578125,170.91000366210938,174.67999267578125,3536136
2022-07-07,175.5399932861328,175.5399932861328,175.6999969482422,174.39999389648438,175.35000610351562,4128319
2022-07-08,176.27999877929688,176.27999877929688,178.99000549316406,175.5800018310547,178.99000549316406,2797277
2022-07-11,176.22999572753906,176.22999572753906,178.8800048828125,175.0800018310547,178.8800048828125,3234345
2022-07-12,175.10000610351562,175.10000610351562,176.0,174.6999969482422,175.89999389648438,3180084
2022-07-13,174.05999755859375,174.05999755859375,177.99000549316406,173.9499969482422,177.99000549316406,2719238
2022-07-14,173.92999267578125,173.92999267578125,176.44000244140625,172.11000061035156,176.44000244140625,2693779
2022-07-15,175.02000427246094,175.02000427246094,176.97000122070312,171.11000061035156,176.97000122070312,1883447
2022-07-18,177.38999938964844,177.38999938964844,177.5,175.5500030517578,176.6999969482422,3244564
2022-07-19,177.8800048828125,177.8800048828125,178.19000244140625,175.89999389648438,176.8000030517578,3104562
2022-07-20,179.52999877929688,179.52999877929688,182.8000030517578,178.6999969482422,182.8000030517578,6831455
2022-07-21,180.5399932861328,180.5399932861328,180.97000122070312,178.1999969482422,180.97000122070312,3246465
2022-07-22,181.88999938964844,181.88999938964844,182.8699951171875,177.11000061035156,177.11000061035156,4042684
2022-07-25,181.4600067138672,181.4600067138672,184.50999450683594,180.3000030517578,182.9499969482422,2877584
2022-07-26,179.91000366210938,179.91000366210938,181.9499969482422,176.10000610351562,176.10000610351562,2484141
2022-07-27,181.60000610351562,181.60000610351562,181.8000030517578,178.60000610351562,180.88999938964844,3065858
2022-07-28,184.17999267578125,184.17999267578125,184.5,180.11000061035156,184.5,4186901
2022-07-29,186.5399932861328,186.5399932861328,186.8000030517578,184.25,185.0,5387909
2022-08-01,188.6300048828125,188.6300048828125,190.0,186.5399932861328,186.5399932861328,4377216
2022-08-02,188.6199951171875,188.6199951171875,199.99000549316406,183.0,199.99000549316406,4921260
2022-08-03,189.11000061035156,189.11000061035156,189.39999389648438,180.00999450683594,188.89999389648438,4471989
2022-08-04,189.1699981689453,189.1699981689453,190.67999267578125,187.02999877929688,190.25,5968154
2022-08-05,189.25,189.25,191.0500030517578,180.00999450683594,180.00999450683594,2653504
2022-08-08,190.7899932861328,190.7899932861328,191.0399932861328,188.3000030517578,189.75,3810443
2022-08-10,191.0399932861328,191.0399932861328,199.99000549316406,189.97999572753906,199.8000030517578,3095220
2022-08-11,192.33999633789062,192.33999633789062,193.97000122070312,191.5,193.97000122070312,3668655
2022-08-12,192.86000061035156,192.86000061035156,199.99000549316406,191.7100067138672,199.99000549316406,3145464
2022-08-16,194.08999633789062,194.08999633789062,199.74000549316406,192.89999389648438,199.74000549316406,3334064
2022-08-17,195.5500030517578,195.5500030517578,198.1999969482422,194.1999969482422,198.1999969482422,3137343
2022-08-18,195.7100067138672,195.7100067138672,196.88999938964844,194.1999969482422,196.5,2704745
2022-08-19,193.61000061035156,193.61000061035156,196.6300048828125,193.1199951171875,196.6300048828125,3331050
2022-08-22,190.9499969482422,190.9499969482422,194.05999755859375,168.39999389648438,168.39999389648438,4313595
2022-08-23,192.19000244140625,192.19000244140625,192.6999969482422,189.52999877929688,190.74000549316406,3058581
2022-08-24,192.6300048828125,192.6300048828125,192.89999389648438,191.1999969482422,192.89999389648438,2424213
2022-08-25,191.77999877929688,191.77999877929688,195.3300018310547,191.3000030517578,194.89999389648438,6427666
2022-08-26,191.9199981689453,191.9199981689453,193.39999389648438,191.41000366210938,192.89999389648438,3251054
2022-08-29,189.44000244140625,189.44000244140625,191.72000122070312,187.5500030517578,191.72000122070312,4760712
2022-08-30,193.9199981689453,193.9199981689453,194.19000244140625,187.5500030517578,187.5500030517578,4642129
2022-09-01,191.82000732421875,191.82000732421875,193.6999969482422,190.85000610351562,193.6999969482422,4624714
2022-09-02,191.61000061035156,191.61000061035156,199.16000366210938,182.0,192.4499969482422,2395807
2022-09-05,192.97999572753906,192.97999572753906,193.10000610351562,190.8699951171875,192.89999389648438,2254231
2022-09-06,192.47999572753906,192.47999572753906,194.8800048828125,191.9499969482422,194.44000244140625,2859680
2022-09-07,192.3699951171875,192.3699951171875,192.64999389648438,188.02000427246094,192.39999389648438,1934621
2022-09-08,194.0,194.0,199.8800048828125,192.50999450683594,199.8800048828125,5317112
2022-09-09,194.60000610351562,194.60000610351562,195.50999450683594,194.17999267578125,195.44000244140625,4205205
2022-09-12,195.63999938964844,195.63999938964844,196.10000610351562,194.0,195.99000549316406,2293757
2022-09-13,196.9499969482422,196.9499969482422,197.19000244140625,195.6999969482422,196.8000030517578,2522993
2022-09-14,196.27000427246094,196.27000427246094,197.1999969482422,193.10000610351562,196.74000549316406,3582553
2022-09-15,195.69000244140625,195.69000244140625,197.47000122070312,195.0,197.47000122070312,4888170
2022-09-16,191.89999389648438,191.89999389648438,195.64999389648438,191.55999755859375,195.64999389648438,5325137
2022-09-19,192.75,192.75,195.5,190.72000122070312,195.5,2293767
2022-09-20,194.44000244140625,194.44000244140625,195.49000549316406,193.1999969482422,194.9499969482422,2278101
2022-09-21,193.5,193.5,195.22000122070312,192.72999572753906,195.22000122070312,1636057
2022-09-22,192.9199981689453,192.9199981689453,193.91000366210938,191.89999389648438,193.49000549316406,2708403
2022-09-23,189.63999938964844,189.63999938964844,197.49000549316406,189.5,197.49000549316406,4921522
2022-09-26,186.2100067138672,186.2100067138672,194.5,185.83999633789062,194.5,7436755
2022-09-27,186.0500030517578,186.0500030517578,188.44000244140625,185.25999450683594,188.44000244140625,3441924
2022-09-28,184.47000122070312,184.47000122070312,186.22000122070312,183.8000030517578,185.9499969482422,3516093
2022-09-29,184.07000732421875,184.07000732421875,186.85000610351562,183.7100067138672,186.85000610351562,3635933
2022-09-30,186.8300018310547,186.8300018310547,189.8800048828125,181.8000030517578,189.8800048828125,4013074
2022-10-03,184.25,184.25,187.92999267578125,183.97000122070312,184.60000610351562,6396852
2022-10-04,188.2899932861328,188.2899932861328,188.5,185.36000061035156,186.8000030517578,3000236
2022-10-06,188.94000244140625,188.94000244140625,194.8800048828125,188.30999755859375,188.30999755859375,2974260
2022-10-07,189.19000244140625,189.19000244140625,193.8800048828125,187.91000366210938,193.8800048828125,2649450
2022-10-10,188.75,188.75,189.0500030517578,186.6300048828125,188.94000244140625,3446075
2022-10-11,185.8699951171875,185.8699951171875,190.75,185.4499969482422,190.75,3380501
2022-10-12,187.2100067138672,187.2100067138672,187.69000244140625,176.11000061035156,176.11000061035156,1869801
2022-10-13,186.22999572753906,186.22999572753906,187.60000610351562,185.61000061035156,187.58999633789062,2569015
2022-10-14,188.02000427246094,188.02000427246094,192.1999969482422,187.6999969482422,192.1999969482422,3543010
2022-10-17,188.8300018310547,188.8300018310547,189.0,186.05999755859375,188.60000610351562,3270253
2022-10-18,190.63999938964844,190.63999938964844,190.99000549316406,189.25,190.3000030517578,2767074
2022-10-19,190.8300018310547,190.8300018310547,194.5,190.17999267578125,194.5,2327685
2022-10-20,191.44000244140625,191.44000244140625,191.67999267578125,188.91000366210938,191.5,2191179
2022-10-21,191.52000427246094,191.52000427246094,192.5500030517578,190.64999389648438,191.97000122070312,2630619
2022-10-24,193.1699981689453,193.1699981689453,194.39999389648438,192.50999450683594,194.3000030517578,1953310
2022-10-25,192.49000549316406,192.49000549316406,195.1699981689453,191.57000732421875,195.1699981689453,1716854
2022-10-27,193.4499969482422,193.4499969482422,194.14999389648438,192.61000061035156,192.61000061035156,2769911
2022-10-28,193.9600067138672,193.9600067138672,194.6999969482422,193.00999450683594,194.6999969482422,3761604
2022-10-31,196.27000427246094,196.27000427246094,196.5,194.5,195.6999969482422,8882827
2022-11-01,197.97999572753906,197.97999572753906,198.24000549316406,196.36000061035156,197.8000030517578,3943610
2022-11-02,197.41000366210938,197.41000366210938,198.8000030517578,197.07000732421875,198.8000030517578,1911519
2022-11-03,197.38999938964844,197.38999938964844,197.82000732421875,194.60000610351562,197.39999389648438,2800681
2022-11-04,197.77000427246094,197.77000427246094,198.60000610351562,196.6999969482422,198.60000610351562,1577276
2022-11-07,198.6199951171875,198.6199951171875,199.39999389648438,197.4199981689453,199.0,2821469
2022-11-09,198.32000732421875,198.32000732421875,203.49000549316406,198.14999389648438,203.49000549316406,2373360
2022-11-10,196.86000061035156,196.86000061035156,198.1999969482422,196.25,198.1999969482422,3993577
2022-11-11,200.22000122070312,200.22000122070312,200.35000610351562,198.4499969482422,199.3699951171875,4245671
2022-11-14,200.1699981689453,200.1699981689453,200.9600067138672,199.02000427246094,200.6999969482422,2067441
2022-11-15,200.91000366210938,200.91000366210938,201.6699981689453,199.8000030517578,201.6699981689453,1776273
2022-11-16,200.8699951171875,200.8699951171875,201.9499969482422,200.27999877929688,201.9499969482422,1886431
2022-11-17,200.1999969482422,200.1999969482422,201.25,199.4499969482422,201.25,1304936
2022-11-18,199.9199981689453,199.9199981689453,201.25,199.05999755859375,201.25,1728259
2022-11-21,198.5500030517578,198.5500030517578,199.99000549316406,198.39999389648438,199.99000549316406,1737709
2022-11-22,199.22999572753906,199.22999572753906,199.72999572753906,198.00999450683594,199.72999572753906,1091138
2022-11-23,199.50999450683594,199.50999450683594,200.52000427246094,199.1699981689453,200.52000427246094,840243
2022-11-24,201.72000122070312,201.72000122070312,202.22000122070312,199.4499969482422,200.72000122070312,2727692
2022-11-25,202.35000610351562,202.35000610351562,202.63999938964844,201.44000244140625,202.3699951171875,1925380
2022-11-28,203.0399932861328,203.0399932861328,203.52000427246094,200.91000366210938,203.52000427246094,1977790
2022-11-29,203.42999267578125,203.42999267578125,207.49000549316406,201.91000366210938,207.49000549316406,1317579
2022-11-30,204.6999969482422,204.6999969482422,207.47999572753906,202.75,207.47999572753906,1923386
2022-12-01,205.5399932861328,205.5399932861328,207.49000549316406,204.72999572753906,207.49000549316406,2261605
2022-12-02,204.80999755859375,204.80999755859375,207.49000549316406,203.89999389648438,207.49000549316406,2370387
2022-12-05,204.44000244140625,204.44000244140625,207.49000549316406,203.64999389648438,207.49000549316406,1627546
2022-12-06,204.13999938964844,204.13999938964844,206.47999572753906,203.5,206.47999572753906,1902955
2022-12-07,202.8699951171875,202.8699951171875,207.24000549316406,202.60000610351562,203.8699951171875,1710285
2022-12-08,203.6199951171875,203.6199951171875,203.8000030517578,176.5,176.5,1374081
2022-12-09,202.47999572753906,202.47999572753906,207.49000549316406,201.7100067138672,207.49000549316406,2109284
2022-12-12,202.61000061035156,202.61000061035156,205.8000030517578,200.5500030517578,204.8000030517578,1734167
2022-12-13,203.77000427246094,203.77000427246094,207.49000549316406,202.30999755859375,207.49000549316406,1196576
